STATE,YEAR,GRAIN,TEMP_MEAN,TEMP_MIN,TEMP_MAX,PCP_SUM,PDSI_MEAN
NEBRASKA,1949,31.1,47.63333333333333,0.5,88.8,25.04,2.3608333333333333
ILLINOIS,1950,51.0,49.833333333333336,12.7,83.4,41.75,2.6125000000000003
INDIANA,1950,48.5,49.974999999999994,13.7,82.8,53.84,4.339166666666666
IOWA,1950,48.5,44.825,5.2,80.7,29.02,-0.0825
MINNESOTA,1950,39.5,36.458333333333336,-13.1,77.4,26.05,0.2991666666666667
MISSOURI,1950,44.0,52.85833333333333,17.7,83.1,39.62,2.7591666666666668
NEBRASKA,1950,36.0,46.325,2.3,82.5,22.38,1.9325
ILLINOIS,1951,55.0,49.9,17.9,84.6,43.0,2.5558333333333336
INDIANA,1951,53.0,50.291666666666664,20.2,84.7,42.41,2.8641666666666663
IOWA,1951,43.5,44.31666666666666,6.3,82.1,41.97,3.045833333333333
MINNESOTA,1951,40.5,37.166666666666664,-7.4,79.1,30.52,1.8908333333333336
MISSOURI,1951,34.0,52.725,20.4,86.6,51.23,2.6658333333333335
NEBRASKA,1951,28.0,45.5,9.4,83.1,30.12,4.539166666666667
ILLINOIS,1952,58.0,52.64166666666667,20.4,89.1,33.53,0.1241666666666666
INDIANA,1952,50.0,52.50833333333333,23.1,89.4,38.5,0.5941666666666666
IOWA,1952,62.5,47.791666666666664,8.5,85.6,29.51,1.7133333333333332
MINNESOTA,1952,52.0,41.15,-5.7,80.5,22.46,0.3799999999999999
MISSOURI,1952,41.0,55.225,24.0,92.7,32.53,-1.2008333333333334
NEBRASKA,1952,38.0,48.625,12.2,89.8,19.24,1.9975
ILLINOIS,1953,54.0,53.708333333333336,22.5,88.6,27.43,-2.6233333333333335
INDIANA,1953,51.5,53.34166666666667,23.0,87.8,30.84,-2.505
IOWA,1953,53.0,49.10833333333333,12.2,85.6,25.79,-1.1408333333333334
MINNESOTA,1953,49.5,41.775,1.5,80.1,30.08,1.1108333333333331
MISSOURI,1953,33.5,56.625,24.5,92.3,25.12,-3.984166666666667
NEBRASKA,1953,29.5,50.225,16.9,88.2,20.25,-1.0408333333333333
ILLINOIS,1954,50.5,53.73333333333333,18.8,91.4,35.35,-4.818333333333333
INDIANA,1954,55.5,53.14166666666667,21.1,90.0,37.21,-3.1633333333333336
IOWA,1954,54.5,49.25,5.7,88.8,34.18,-0.625
MINNESOTA,1954,51.5,40.88333333333333,-9.1,81.2,24.72,0.3625
MISSOURI,1954,23.0,57.05,19.3,97.3,35.3,-6.655
NEBRASKA,1954,29.0,50.76666666666667,9.9,94.2,19.5,-2.2658333333333336
ILLINOIS,1955,56.0,52.425,18.2,90.8,34.36,-1.94
INDIANA,1955,56.0,52.13333333333333,18.5,89.9,40.63,0.1483333333333333
IOWA,1955,48.5,47.916666666666664,8.9,90.4,22.97,-1.9175
MINNESOTA,1955,50.0,40.041666666666664,-3.8,84.4,24.96,-1.850833333333333
MISSOURI,1955,40.0,54.96666666666667,20.2,91.8,33.47,-3.2783333333333338
NEBRASKA,1955,20.0,48.23333333333333,8.7,93.1,17.14,-4.4925
ILLINOIS,1956,68.0,52.65,16.9,85.3,30.21,-2.3249999999999997
INDIANA,1956,62.0,52.11666666666667,17.8,84.2,35.21,-0.6974999999999999
IOWA,1956,53.5,48.10833333333334,7.7,86.8,24.28,-6.096666666666667
MINNESOTA,1956,58.5,39.63333333333333,-4.2,80.3,24.03,-1.6266666666666667
MISSOURI,1956,48.0,55.725,17.8,90.6,31.34,-3.731666666666667
NEBRASKA,1956,23.5,49.275000000000006,11.3,88.6,15.84,-6.116666666666667
ILLINOIS,1957,64.0,51.825,12.2,87.3,45.29,0.7775
INDIANA,1957,59.0,51.61666666666667,14.0,85.9,48.95,1.0141666666666669
IOWA,1957,62.0,47.541666666666664,3.3,88.4,31.52,-1.795
MINNESOTA,1957,58.0,40.05833333333333,-9.3,83.5,29.31,1.0716666666666663
MISSOURI,1957,44.0,54.525000000000006,16.6,89.9,48.07,1.12
NEBRASKA,1957,46.5,47.958333333333336,4.1,90.5,26.97,0.0316666666666666
ILLINOIS,1958,69.0,50.05,11.7,84.6,35.33,0.1324999999999999
INDIANA,1958,63.0,49.45,13.2,82.9,40.3,1.4075
IOWA,1958,66.0,46.85833333333333,5.2,83.8,25.32,-0.6266666666666666
MINNESOTA,1958,56.0,40.6,-2.4,79.5,20.55,-1.231666666666667
MISSOURI,1958,54.0,53.0,15.0,87.0,43.07,1.465833333333333
NEBRASKA,1958,51.0,47.85,12.4,87.1,23.0,3.063333333333333
ILLINOIS,1959,67.0,51.88333333333333,11.6,87.3,37.81,0.0666666666666666
INDIANA,1959,62.5,51.96666666666667,13.6,87.3,41.29,0.1625
IOWA,1959,65.0,46.89166666666667,3.2,85.8,38.0,1.1466666666666667
MINNESOTA,1959,50.5,40.14166666666667,-8.0,82.0,26.07,-0.2366666666666667
MISSOURI,1959,53.0,54.28333333333333,15.7,89.4,38.36,-0.1233333333333333
NEBRASKA,1959,48.5,47.975,8.3,89.4,23.36,2.0483333333333333
ILLINOIS,1960,68.0,50.31666666666666,16.1,85.5,34.62,-0.1991666666666666
INDIANA,1960,68.0,50.05,15.6,84.8,33.5,-0.5158333333333333
IOWA,1960,63.5,46.09166666666667,9.9,83.8,33.81,2.435
MINNESOTA,1960,54.0,39.833333333333336,-0.2,81.6,24.1,0.15
MISSOURI,1960,52.0,53.11666666666667,19.9,88.4,34.92,0.02
NEBRASKA,1960,51.0,46.95,9.6,87.2,22.85,1.9125
ILLINOIS,1961,79.0,51.10833333333333,14.3,85.1,43.01,1.18
INDIANA,1961,74.0,50.81666666666666,14.4,84.2,42.66,1.1141666666666667
IOWA,1961,75.5,46.68333333333334,7.6,83.3,37.26,1.9983333333333333
MINNESOTA,1961,64.5,41.05,-3.4,82.6,23.04,-1.0841666666666667
MISSOURI,1961,62.0,53.291666666666664,16.3,86.5,47.82,1.885
NEBRASKA,1961,52.0,47.724999999999994,9.7,87.5,22.31,0.395
ILLINOIS,1962,85.0,50.89166666666667,11.1,85.4,33.410000000000004,0.2308333333333333
INDIANA,1962,82.0,50.50833333333333,14.7,84.9,35.52,-0.1024999999999999
IOWA,1962,77.0,46.46666666666667,2.8,82.8,31.05,1.8333333333333333
MINNESOTA,1962,59.5,39.766666666666666,-6.8,78.7,28.21,1.0425
MISSOURI,1962,58.0,54.025,13.8,89.8,34.96,-0.1024999999999999
NEBRASKA,1962,60.5,48.150000000000006,7.1,85.9,26.45,1.6341666666666663
ILLINOIS,1963,87.0,50.675,7.4,86.3,27.82,-2.83
INDIANA,1963,87.0,49.61666666666667,8.6,84.6,29.11,-1.9983333333333333
IOWA,1963,80.0,47.69166666666666,-0.7,85.2,27.12,-1.235
MINNESOTA,1963,69.0,41.18333333333333,-9.3,81.6,24.08,-0.5991666666666667
MISSOURI,1963,61.0,54.51666666666667,10.6,88.8,28.99,-2.703333333333333
NEBRASKA,1963,57.0,50.06666666666667,0.4,90.1,21.21,-0.4216666666666667
ILLINOIS,1964,80.0,52.48333333333333,20.1,86.9,32.11,-4.184166666666667
INDIANA,1964,72.0,51.95,18.7,85.6,36.21,-3.67
IOWA,1964,77.5,48.525,11.5,87.4,31.25,-0.4741666666666667
MINNESOTA,1964,58.0,40.858333333333334,-1.8,83.9,26.65,-0.4325
MISSOURI,1964,53.0,55.11666666666667,22.0,90.0,37.56,-3.2550000000000003
NEBRASKA,1964,54.0,48.59166666666667,11.7,91.6,19.79,-1.8041666666666665
ILLINOIS,1965,94.0,51.94166666666666,17.2,84.8,41.809999999999995,0.8450000000000001
INDIANA,1965,94.0,51.55,17.6,83.6,39.92,-2.2375000000000003
IOWA,1965,82.0,46.725,6.6,83.5,40.25,1.9825
MINNESOTA,1965,61.0,38.25833333333333,-8.6,78.1,33.24,3.0516666666666663
MISSOURI,1965,75.0,55.03333333333333,20.6,86.3,43.42,0.4583333333333333
NEBRASKA,1965,70.0,47.791666666666664,10.6,85.5,28.8,0.9633333333333332
ILLINOIS,1966,82.0,50.575,12.1,90.8,34.91,-0.0208333333333333
INDIANA,1966,80.0,50.15,13.6,89.5,37.19,-1.2033333333333334
IOWA,1966,89.0,46.38333333333333,1.7,87.4,25.32,0.4583333333333333
MINNESOTA,1966,76.0,38.59166666666667,-14.0,83.9,24.67,1.106666666666667
MISSOURI,1966,64.0,53.39166666666667,15.8,92.5,34.65,-0.6124999999999999
NEBRASKA,1966,80.0,47.45,5.0,90.6,19.15,1.6224999999999998
ILLINOIS,1967,104.0,50.55833333333334,15.2,83.0,40.55,0.8383333333333333
INDIANA,1967,86.0,50.28333333333333,14.8,82.7,38.88,-0.14
IOWA,1967,88.5,46.625,8.0,82.5,30.13,-1.2283333333333333
MINNESOTA,1967,72.0,38.9,-9.0,79.2,21.48,-0.5841666666666666
MISSOURI,1967,69.0,53.73333333333333,19.7,84.8,42.74,0.4825
NEBRASKA,1967,74.0,48.025,13.1,84.7,22.2,-0.2133333333333333
ILLINOIS,1968,90.0,51.11666666666667,15.4,85.1,35.7,-0.2975
INDIANA,1968,88.0,50.708333333333336,14.4,85.1,41.66,0.2741666666666666
IOWA,1968,93.0,47.625,9.3,83.6,32.8,0.3958333333333333
MINNESOTA,1968,82.0,40.575,-2.2,78.5,33.45,0.9
MISSOURI,1968,83.0,53.375,19.0,87.3,41.17,1.37
NEBRASKA,1968,74.0,48.01666666666667,10.0,86.6,22.55,-0.2733333333333332
ILLINOIS,1969,102.0,50.4,15.1,85.9,40.71,1.0533333333333337
INDIANA,1969,100.0,50.13333333333333,16.1,85.2,40.88,0.4583333333333333
IOWA,1969,99.0,46.041666666666664,5.7,83.8,34.77,2.1141666666666667
MINNESOTA,1969,87.0,39.541666666666664,-6.2,82.8,25.69,0.8016666666666667
MISSOURI,1969,68.0,53.44166666666666,19.4,90.2,43.62,2.2708333333333335
NEBRASKA,1969,94.0,47.35,7.2,87.2,22.11,0.3583333333333333
ILLINOIS,1970,74.0,51.21666666666667,8.8,86.5,41.76,2.1891666666666665
INDIANA,1970,76.0,50.975,9.3,84.5,38.32,0.1983333333333333
IOWA,1970,86.0,46.925,0.1,86.0,33.52,0.2291666666666666
MINNESOTA,1970,85.0,39.1,-8.9,83.5,27.43,0.4258333333333334
MISSOURI,1970,61.0,54.075,13.5,89.2,43.8,1.7533333333333332
NEBRASKA,1970,76.0,48.25,7.7,89.6,19.29,-0.275
ILLINOIS,1971,106.0,52.21666666666667,12.4,87.5,32.2,-0.7641666666666667
INDIANA,1971,101.0,51.55833333333334,13.4,85.7,37.11,-0.0116666666666666
IOWA,1971,102.0,47.43333333333334,2.9,85.9,29.51,-0.1508333333333333
MINNESOTA,1971,83.0,39.63333333333333,-10.1,79.0,29.07,2.195
MISSOURI,1971,88.0,54.833333333333336,16.9,88.0,33.88,-1.0525
NEBRASKA,1971,85.0,48.025,9.4,87.3,23.66,1.1016666666666668
ILLINOIS,1972,110.0,50.325,14.4,84.4,41.54,0.8441666666666666
INDIANA,1972,104.0,50.21666666666667,16.4,83.6,43.96,0.5325000000000001
IOWA,1972,116.0,45.49166666666667,4.8,81.9,37.05,1.6391666666666669
MINNESOTA,1972,93.0,37.666666666666664,-10.0,77.8,27.71,2.8941666666666666
MISSOURI,1972,91.0,53.74166666666667,18.7,87.0,38.5,-0.6649999999999999
NEBRASKA,1972,104.0,47.208333333333336,8.1,84.1,23.39,0.5833333333333334
ILLINOIS,1973,103.0,53.041666666666664,20.4,86.0,47.61,3.3625000000000003
INDIANA,1973,102.0,52.916666666666664,21.8,85.3,44.38,2.2983333333333333
IOWA,1973,107.0,48.73333333333333,12.2,83.8,42.92,4.335833333333333
MINNESOTA,1973,93.0,42.266666666666666,2.6,80.3,28.14,2.26
MISSOURI,1973,88.0,55.24166666666667,21.0,88.6,57.14,3.772499999999999
NEBRASKA,1973,94.0,48.65833333333333,12.4,88.6,29.31,3.8341666666666665
ILLINOIS,1974,82.0,51.61666666666667,18.5,88.8,41.66,3.174166666666667
INDIANA,1974,73.0,51.291666666666664,21.0,86.9,42.1,1.9325
IOWA,1974,80.0,47.599999999999994,8.4,89.6,31.98,2.9891666666666663
MINNESOTA,1974,62.0,40.15,-4.9,84.6,23.53,0.535
MISSOURI,1974,54.0,54.44166666666666,19.9,93.3,42.66,3.1291666666666664
NEBRASKA,1974,70.0,49.23333333333333,7.8,94.1,15.56,0.1525
ILLINOIS,1975,116.0,51.99166666666667,21.4,85.2,40.74,1.5433333333333332
INDIANA,1975,98.0,51.99166666666667,23.4,85.1,44.7,2.1408333333333336
IOWA,1975,90.0,47.39166666666667,10.5,86.4,30.06,-0.0966666666666666
MINNESOTA,1975,70.0,40.11666666666667,0.4,84.0,27.98,0.54
MISSOURI,1975,63.0,54.64166666666666,23.3,89.8,41.83,0.8624999999999999
NEBRASKA,1975,85.0,47.73333333333333,11.2,89.2,20.47,-1.5075
ILLINOIS,1976,107.0,50.375,12.8,87.3,28.54,-0.9391666666666666
INDIANA,1976,110.0,49.96666666666667,14.2,84.5,32.61,0.115
IOWA,1976,91.0,47.35833333333333,5.6,86.7,23.59,-1.4941666666666666
MINNESOTA,1976,59.0,40.483333333333334,-5.8,84.1,15.87,-2.8525000000000005
MISSOURI,1976,61.0,53.625,17.2,89.4,28.56,-1.4666666666666668
NEBRASKA,1976,85.0,48.958333333333336,11.6,88.6,17.24,-1.785
ILLINOIS,1977,105.0,51.50833333333333,0.9,88.9,41.8,-0.7408333333333333
INDIANA,1977,102.0,51.041666666666664,0.7,88.1,42.36,-0.0941666666666666
IOWA,1977,86.0,48.35833333333333,-4.4,88.7,36.59,-2.0483333333333333
MINNESOTA,1977,100.0,41.2,-13.2,82.2,33.93,-3.0483333333333333
MISSOURI,1977,76.0,54.85,5.4,90.4,44.31,-0.5758333333333333
NEBRASKA,1977,99.0,49.80833333333334,3.3,89.2,28.9,0.8708333333333332
ILLINOIS,1978,111.0,49.56666666666666,7.4,85.5,35.72,-0.0741666666666666
INDIANA,1978,108.0,49.05,4.4,84.4,39.29,1.4008333333333332
IOWA,1978,115.0,45.31666666666667,-1.4,83.1,34.14,2.2675
MINNESOTA,1978,104.0,39.041666666666664,-8.9,79.0,25.93,2.3975
MISSOURI,1978,87.0,52.60833333333333,10.6,90.0,40.35,0.9983333333333334
NEBRASKA,1978,113.0,46.11666666666667,1.4,88.1,22.33,1.8758333333333337
ILLINOIS,1979,127.0,49.36666666666667,4.4,84.2,38.63,0.4875
INDIANA,1979,112.0,49.24166666666667,7.6,82.2,46.9,2.5116666666666667
IOWA,1979,127.0,45.13333333333333,-3.9,82.9,34.34,2.775
MINNESOTA,1979,100.0,37.8,-13.8,79.9,28.39,3.0666666666666664
MISSOURI,1979,103.0,52.05,6.9,86.2,40.33,0.7741666666666666
NEBRASKA,1979,115.0,46.51666666666667,-2.0,84.5,25.49,2.615
ILLINOIS,1980,93.0,51.3,14.4,90.3,33.65,-0.8675
INDIANA,1980,96.0,50.51666666666667,13.9,88.4,36.0,1.7
IOWA,1980,110.0,48.00833333333333,10.3,88.8,29.09,-0.1866666666666666
MINNESOTA,1980,97.0,40.708333333333336,-1.0,83.3,22.07,-1.1541666666666666
MISSOURI,1980,53.0,54.975,18.3,98.0,28.84,-2.3225
NEBRASKA,1980,85.0,49.48333333333333,12.3,93.1,17.169999999999998,-0.1583333333333334
ILLINOIS,1981,126.0,51.75,16.0,84.3,41.69,1.5483333333333331
INDIANA,1981,108.0,50.791666666666664,14.2,84.1,41.21,1.0766666666666669
IOWA,1981,125.0,48.96666666666667,11.4,83.0,31.99,0.4166666666666667
MINNESOTA,1981,110.0,42.55,1.5,80.3,28.05,0.1083333333333333
MISSOURI,1981,107.0,54.89166666666667,19.6,87.6,44.21,0.0866666666666666
NEBRASKA,1981,115.0,50.46666666666667,15.6,86.0,24.16,-1.340833333333333
ILLINOIS,1982,131.0,50.68333333333334,7.2,85.4,46.58,3.065
INDIANA,1982,126.0,50.7,8.5,85.0,44.88,1.95
IOWA,1982,120.0,46.075,-2.8,84.8,41.44,3.1341666666666668
MINNESOTA,1982,113.0,39.025,-16.0,81.0,29.82,2.43
MISSOURI,1982,101.0,53.51666666666667,11.8,88.7,50.82,2.8958333333333335
NEBRASKA,1982,110.0,47.03333333333333,3.0,88.0,27.51,1.745
ILLINOIS,1983,79.0,51.99166666666667,10.3,91.3,41.29,2.578333333333333
INDIANA,1983,73.0,51.80833333333334,13.5,89.8,40.71,-0.1924999999999999
IOWA,1983,87.0,47.65,-0.1,90.4,36.51,3.73
MINNESOTA,1983,84.0,41.38333333333333,-9.9,84.3,29.13,3.0549999999999997
MISSOURI,1983,51.0,53.96666666666667,10.6,95.4,41.18,1.42
NEBRASKA,1983,97.0,47.90833333333333,-1.0,92.2,25.11,4.600833333333333
ILLINOIS,1984,114.0,51.8,13.8,87.0,41.31,1.0108333333333337
INDIANA,1984,117.0,51.26666666666667,12.8,85.3,40.59,0.3966666666666666
IOWA,1984,112.0,47.76666666666667,8.9,86.0,36.91,2.9149999999999996
MINNESOTA,1984,107.0,41.30833333333333,-1.8,82.2,28.01,2.400833333333334
MISSOURI,1984,80.0,54.39166666666667,16.8,90.3,46.3,1.0125
NEBRASKA,1984,116.0,48.24166666666667,13.0,89.2,25.84,4.179166666666666
ILLINOIS,1985,135.0,50.63333333333333,9.3,85.5,45.63,2.145
INDIANA,1985,123.0,51.01666666666667,12.5,84.9,45.45,0.3075
IOWA,1985,126.0,45.900000000000006,0.9,84.9,31.15,0.6341666666666667
MINNESOTA,1985,115.0,38.7,-7.0,80.1,30.69,3.09
MISSOURI,1985,110.0,53.00833333333333,12.0,89.1,51.76,3.3716666666666666
NEBRASKA,1985,128.0,46.75833333333333,8.4,88.3,22.45,2.1341666666666668
ILLINOIS,1986,135.0,52.833333333333336,18.2,87.8,37.45,1.6041666666666667
INDIANA,1986,122.0,52.400000000000006,19.0,86.6,39.66,0.3991666666666666
IOWA,1986,135.0,48.55,12.1,85.5,39.9,2.1125
MINNESOTA,1986,122.0,41.49166666666667,2.2,80.2,31.43,3.8341666666666665
MISSOURI,1986,116.0,55.925,21.8,91.7,42.43,2.033333333333333
NEBRASKA,1986,128.0,50.25,16.0,88.5,26.8,2.5241666666666664
ILLINOIS,1987,132.0,54.09166666666667,19.4,88.0,34.68,-1.4016666666666666
INDIANA,1987,135.0,53.224999999999994,20.2,85.5,34.87,-1.4666666666666668
IOWA,1987,130.0,51.18333333333333,15.8,87.2,32.84,0.2933333333333333
MINNESOTA,1987,127.0,45.26666666666667,6.9,82.6,22.09,-1.8091666666666668
MISSOURI,1987,113.0,56.333333333333336,22.0,89.2,40.29,-0.2075
NEBRASKA,1987,131.0,50.78333333333333,16.9,89.4,25.37,3.595833333333333
ILLINOIS,1988,73.0,52.10833333333333,14.5,90.2,29.33,-2.0925
INDIANA,1988,83.0,51.28333333333333,15.3,89.0,34.25,-1.5991666666666668
IOWA,1988,84.0,48.7,5.6,88.5,21.48,-2.8266666666666667
MINNESOTA,1988,74.0,41.55,-6.2,86.3,22.41,-4.803333333333334
MISSOURI,1988,76.0,54.56666666666666,17.7,90.7,34.21,-0.745
NEBRASKA,1988,124.0,49.59166666666667,6.0,89.4,20.12,-0.6625
ILLINOIS,1989,123.0,50.4,8.4,85.8,32.39,-1.86
INDIANA,1989,133.0,50.18333333333334,9.3,84.4,43.42,1.715
IOWA,1989,118.0,46.6,3.9,86.2,24.69,-4.743333333333333
MINNESOTA,1989,125.0,39.1,-8.3,84.1,22.47,-3.2841666666666662
MISSOURI,1989,96.0,53.03333333333333,11.1,86.5,33.32,-0.1408333333333333
NEBRASKA,1989,121.0,47.98333333333333,6.0,88.4,16.71,-3.3375
ILLINOIS,1990,127.0,53.55833333333334,21.4,84.4,49.94,1.9141666666666663
INDIANA,1990,129.0,53.291666666666664,24.1,83.1,53.54,3.310833333333333
IOWA,1990,126.0,49.458333333333336,10.6,82.0,38.9,1.0608333333333333
MINNESOTA,1990,124.0,42.458333333333336,1.1,79.2,26.36,-0.8141666666666666
MISSOURI,1990,105.0,56.2,22.7,87.1,50.45,1.840833333333333
NEBRASKA,1990,128.0,49.99166666666667,9.3,85.8,21.5,-3.3358333333333334
ILLINOIS,1991,107.0,53.73333333333333,16.3,87.6,36.12,-1.0799999999999998
INDIANA,1991,92.0,53.708333333333336,19.6,87.2,36.31,-1.4125
IOWA,1991,117.0,48.583333333333336,4.0,84.7,37.74,1.88
MINNESOTA,1991,120.0,41.74166666666667,-4.9,80.8,32.2,1.5166666666666666
MISSOURI,1991,97.0,56.06666666666666,18.8,90.2,39.12,-0.3783333333333333
NEBRASKA,1991,127.0,50.11666666666667,8.6,88.0,22.03,-2.161666666666666
ILLINOIS,1992,149.0,51.88333333333333,23.2,82.6,35.81,0.0841666666666667
INDIANA,1992,147.0,51.28333333333333,23.3,81.8,40.34,0.2158333333333333
IOWA,1992,147.0,47.84166666666667,16.4,79.8,36.21,1.8775
MINNESOTA,1992,114.0,40.891666666666666,5.3,73.5,25.47,2.3733333333333335
MISSOURI,1992,135.0,54.51666666666667,25.4,85.8,41.75,0.5258333333333334
NEBRASKA,1992,135.0,48.925,12.6,79.7,25.59,1.455
ILLINOIS,1993,130.0,50.85833333333333,18.8,85.5,51.17,3.7625
INDIANA,1993,132.0,50.775000000000006,17.5,85.6,48.59,3.091666666666667
IOWA,1993,80.0,45.666666666666664,9.1,80.9,47.87,6.080000000000001
MINNESOTA,1993,70.0,38.925,-2.5,77.0,31.44,3.9058333333333337
MISSOURI,1993,90.0,52.975,21.1,87.9,56.61,4.4591666666666665
NEBRASKA,1993,104.0,45.99166666666667,8.7,82.1,31.87,5.7508333333333335
ILLINOIS,1994,156.0,51.98333333333333,12.2,85.3,35.49,-0.3491666666666666
INDIANA,1994,144.0,51.49166666666667,12.4,84.5,35.56,-0.7791666666666667
IOWA,1994,152.0,47.458333333333336,1.4,81.4,29.54,3.143333333333333
MINNESOTA,1994,142.0,40.925,-12.2,77.0,28.23,3.3083333333333336
MISSOURI,1994,118.0,54.68333333333334,18.0,86.4,42.08,3.5083333333333333
NEBRASKA,1994,139.0,49.225,9.7,85.1,21.9,4.774166666666667
ILLINOIS,1995,113.0,51.59166666666667,18.9,89.0,38.91,-0.1624999999999999
INDIANA,1995,113.0,51.49166666666667,18.3,88.0,38.26,-0.7366666666666667
IOWA,1995,123.0,47.25833333333333,11.0,86.3,32.25,0.3858333333333332
MINNESOTA,1995,119.0,40.3,1.7,80.2,29.51,2.6733333333333333
MISSOURI,1995,102.0,54.18333333333333,20.8,91.0,42.05,1.1375
NEBRASKA,1995,111.0,48.55833333333334,13.8,89.3,25.18,3.985833333333334
ILLINOIS,1996,136.0,50.125,15.6,84.4,38.82,0.6316666666666667
INDIANA,1996,123.0,50.05,16.7,83.7,47.67,1.5558333333333334
IOWA,1996,138.0,45.166666666666664,6.2,81.2,33.64,0.6749999999999999
MINNESOTA,1996,125.0,37.61666666666667,-10.2,79.3,27.77,2.625
MISSOURI,1996,134.0,52.94166666666666,17.6,85.4,43.68,0.8441666666666667
NEBRASKA,1996,143.0,46.60833333333333,7.1,84.1,25.48,2.4949999999999997
ILLINOIS,1997,129.0,50.958333333333336,12.2,86.2,35.1,-0.1741666666666667
INDIANA,1997,122.0,50.5,14.6,84.9,39.8,1.8191666666666664
IOWA,1997,138.0,47.1,5.2,83.7,29.21,0.3991666666666666
MINNESOTA,1997,132.0,40.56666666666667,-4.7,79.4,25.2,2.5083333333333333
MISSOURI,1997,115.0,53.68333333333334,16.0,89.1,39.81,1.7575
NEBRASKA,1997,132.0,48.625,9.5,87.1,22.14,2.545833333333333
ILLINOIS,1998,141.0,55.21666666666667,25.3,85.0,44.48,1.3975
INDIANA,1998,137.0,54.94166666666666,27.5,84.2,44.88,0.3416666666666666
IOWA,1998,145.0,50.916666666666664,16.8,83.9,39.57,1.795
MINNESOTA,1998,153.0,44.90833333333333,6.6,80.3,28.83,0.9916666666666668
MISSOURI,1998,114.0,57.166666666666664,26.5,87.4,49.87,2.1275
NEBRASKA,1998,145.0,50.6,15.8,86.7,25.93,3.2275000000000005
ILLINOIS,1999,140.0,53.53333333333333,16.8,89.2,35.71,0.0824999999999999
INDIANA,1999,132.0,53.208333333333336,18.0,88.7,35.04,-1.36
IOWA,1999,149.0,49.65833333333333,9.1,87.2,32.28,0.9216666666666664
MINNESOTA,1999,150.0,43.69166666666666,-1.2,82.4,29.67,2.500833333333333
MISSOURI,1999,97.0,56.36666666666667,22.1,90.9,36.85,0.3391666666666666
NEBRASKA,1999,139.0,50.975,15.1,88.7,22.84,2.200833333333333
ILLINOIS,2000,151.0,52.2,9.3,85.0,39.77,-0.01
INDIANA,2000,146.0,51.55833333333334,10.8,82.5,43.4,-0.1991666666666666
IOWA,2000,144.0,48.63333333333333,1.4,83.0,29.729999999999997,-1.0633333333333332
MINNESOTA,2000,145.0,41.81666666666667,-6.4,79.4,27.98,1.7125
MISSOURI,2000,143.0,55.15,12.1,90.9,35.7,-1.5741666666666667
NEBRASKA,2000,126.0,49.925,8.7,90.2,20.36,-1.405
ILLINOIS,2001,152.0,53.35833333333333,18.0,86.6,39.65,0.6658333333333334
INDIANA,2001,156.0,53.15833333333333,19.3,84.8,43.96,0.8383333333333333
IOWA,2001,146.0,49.05833333333334,9.2,85.4,34.59,0.2066666666666666
MINNESOTA,2001,130.0,43.05,-4.4,81.9,29.28,0.8975
MISSOURI,2001,133.0,55.80833333333334,20.3,88.8,43.61,0.6166666666666667
NEBRASKA,2001,147.0,50.333333333333336,12.8,89.2,24.48,0.6183333333333333
ILLINOIS,2002,135.0,53.24166666666667,23.5,89.1,39.06,0.35
INDIANA,2002,121.0,53.11666666666667,24.3,88.3,42.19,0.6225
IOWA,2002,163.0,49.166666666666664,18.4,87.4,29.48,-0.2575
MINNESOTA,2002,157.0,42.041666666666664,9.3,83.3,28.59,0.5491666666666667
MISSOURI,2002,105.0,55.31666666666666,24.3,90.0,40.21,-0.0766666666666666
NEBRASKA,2002,128.0,50.00833333333333,16.9,92.6,15.65,-2.78
ILLINOIS,2003,164.0,51.708333333333336,14.3,86.5,37.77,-0.1133333333333333
INDIANA,2003,146.0,51.06666666666666,13.5,84.4,46.4,1.2208333333333332
IOWA,2003,157.0,47.90833333333333,9.4,86.4,28.69,-0.4266666666666667
MINNESOTA,2003,146.0,41.516666666666666,-1.3,82.5,22.2,-0.8333333333333334
MISSOURI,2003,108.0,54.5,17.6,90.8,40.03,-0.4225
NEBRASKA,2003,146.0,49.78333333333333,13.6,90.7,19.98,-3.0025
ILLINOIS,2004,180.0,52.583333333333336,16.6,82.6,39.97,0.7949999999999999
INDIANA,2004,168.0,52.21666666666667,16.6,81.8,43.4,2.6283333333333334
IOWA,2004,181.0,48.50833333333333,8.7,80.5,35.41,1.086666666666667
MINNESOTA,2004,159.0,41.3,-4.3,77.8,29.87,0.4816666666666666
MISSOURI,2004,162.0,54.96666666666667,20.4,83.9,44.53,1.5025000000000002
NEBRASKA,2004,166.0,49.80833333333334,12.4,84.2,22.92,-1.7891666666666666
ILLINOIS,2005,143.0,53.7,19.1,87.6,31.43,-1.8908333333333331
INDIANA,2005,154.0,52.85,20.0,85.8,40.89,-0.4749999999999999
IOWA,2005,173.0,49.61666666666667,11.6,86.0,29.84,-0.3566666666666666
MINNESOTA,2005,174.0,43.06666666666666,-1.8,81.9,31.6,2.7158333333333338
MISSOURI,2005,111.0,56.23333333333333,22.3,89.9,36.4,-0.6925
NEBRASKA,2005,154.0,50.7,13.4,89.9,23.57,-0.2749999999999999
ILLINOIS,2006,163.0,54.0,20.7,87.6,40.63,-0.3266666666666666
INDIANA,2006,157.0,53.425,22.4,85.4,51.02,1.7533333333333332
