STATE,YEAR,GRAIN,TEMP_MEAN,TEMP_MIN,TEMP_MAX,PCP_SUM,PDSI_MEAN,GROUP,GRAIN_DETRENDED,TREND
IOWA,1995,123.0,47.25833333333333,11.0,86.3,32.25,0.3858333333333332,2,-13.269172932332367,136.26917293233237
MINNESOTA,1995,119.0,40.3,1.7,80.2,29.51,2.6733333333333333,2,-9.705263157898116,128.70526315789812
MISSOURI,1995,102.0,54.18333333333333,20.8,91.0,42.05,1.1375,2,-12.22180451127906,114.22180451127906
NEBRASKA,1995,111.0,48.55833333333334,13.8,89.3,25.18,3.985833333333334,2,-22.015037593988836,133.01503759398884
ILLINOIS,1996,136.0,50.125,15.6,84.4,38.82,0.6316666666666667,2,-2.7360902255668407,138.73609022556684
INDIANA,1996,123.0,50.05,16.7,83.7,47.67,1.5558333333333334,2,-9.798496240600343,132.79849624060034
IOWA,1996,138.0,45.166666666666664,6.2,81.2,33.64,0.6749999999999999,2,-0.907518796993827,138.90751879699383
MINNESOTA,1996,125.0,37.61666666666667,-10.2,79.3,27.77,2.625,2,-6.215789473687437,131.21578947368744
MISSOURI,1996,134.0,52.94166666666666,17.6,85.4,43.68,0.8441666666666667,2,18.23458646616473,115.76541353383527
NEBRASKA,1996,143.0,46.60833333333333,7.1,84.1,25.48,2.4949999999999997,2,8.754887218040949,134.24511278195905
ILLINOIS,1997,129.0,50.958333333333336,12.2,86.2,35.1,-0.1741666666666667,2,-11.960150375942249,140.96015037594225
INDIANA,1997,122.0,50.5,14.6,84.9,39.8,1.8191666666666664,2,-12.53082706766827,134.53082706766827
IOWA,1997,138.0,47.1,5.2,83.7,29.21,0.3991666666666666,2,-3.545864661655287,141.5458646616553
MINNESOTA,1997,132.0,40.56666666666667,-4.7,79.4,25.2,2.5083333333333333,2,-1.7263157894767573,133.72631578947676
MISSOURI,1997,115.0,53.68333333333334,16.0,89.1,39.81,1.7575,2,-2.3090225563919375,117.30902255639194
NEBRASKA,1997,132.0,48.625,9.5,87.1,22.14,2.545833333333333,2,-3.475187969928811,135.4751879699288
ILLINOIS,1998,141.0,55.21666666666667,25.3,85.0,44.48,1.3975,2,-2.184210526318566,143.18421052631857
INDIANA,1998,137.0,54.94166666666666,27.5,84.2,44.88,0.3416666666666666,2,0.7368421052642589,136.26315789473574
IOWA,1998,145.0,50.916666666666664,16.8,83.9,39.57,1.795,2,0.8157894736832532,144.18421052631675
MINNESOTA,1998,153.0,44.90833333333333,6.6,80.3,28.83,0.9916666666666668,2,16.763157894733922,136.23684210526608
MISSOURI,1998,114.0,57.166666666666664,26.5,87.4,49.87,2.1275,2,-4.852631578948149,118.85263157894815
NEBRASKA,1998,145.0,50.6,15.8,86.7,25.93,3.2275000000000005,2,8.294736842101429,136.70526315789857
ILLINOIS,1999,140.0,53.53333333333333,16.8,89.2,35.71,0.0824999999999999,2,-5.408270676693974,145.40827067669397
INDIANA,1999,132.0,53.208333333333336,18.0,88.7,35.04,-1.36,2,-5.995488721803213,137.9954887218032
IOWA,1999,149.0,49.65833333333333,9.1,87.2,32.28,0.9216666666666664,2,2.1774436090217932,146.8225563909782
MINNESOTA,1999,150.0,43.69166666666666,-1.2,82.4,29.67,2.500833333333333,2,11.252631578944602,138.7473684210554
MISSOURI,1999,97.0,56.36666666666667,22.1,90.9,36.85,0.3391666666666666,2,-23.39624060150436,120.39624060150436
NEBRASKA,1999,139.0,50.975,15.1,88.7,22.84,2.200833333333333,2,1.0646616541312142,137.9353383458688
ILLINOIS,2000,151.0,52.2,9.3,85.0,39.77,-0.01,2,3.367669172929709,147.6323308270703
INDIANA,2000,146.0,51.55833333333334,10.8,82.5,43.4,-0.1991666666666666,2,6.272180451128861,139.72781954887114
IOWA,2000,144.0,48.63333333333333,1.4,83.0,29.729999999999997,-1.0633333333333332,2,-5.460902255640576,149.46090225564058
MINNESOTA,2000,145.0,41.81666666666667,-6.4,79.4,27.98,1.7125,2,3.742105263155281,141.25789473684472
MISSOURI,2000,143.0,55.15,12.1,90.9,35.7,-1.5741666666666667,2,21.060150375938974,121.93984962406103
NEBRASKA,2000,126.0,49.925,8.7,90.2,20.36,-1.405,2,-13.165413533838546,139.16541353383855
ILLINOIS,2001,152.0,53.35833333333333,18.0,86.6,39.65,0.6658333333333334,2,2.143609022554301,149.8563909774457
INDIANA,2001,156.0,53.15833333333333,19.3,84.8,43.96,0.8383333333333333,2,14.53984962406139,141.4601503759386
IOWA,2001,146.0,49.05833333333334,9.2,85.4,34.59,0.2066666666666666,2,-6.099248120302036,152.09924812030204
MINNESOTA,2001,130.0,43.05,-4.4,81.9,29.28,0.8975,2,-13.76842105263404,143.76842105263404
MISSOURI,2001,133.0,55.80833333333334,20.3,88.8,43.61,0.6166666666666667,2,9.516541353382763,123.48345864661724
NEBRASKA,2001,147.0,50.333333333333336,12.8,89.2,24.48,0.6183333333333333,2,6.604511278191694,140.3954887218083
ILLINOIS,2002,135.0,53.24166666666667,23.5,89.1,39.06,0.35,2,-17.080451127822016,152.08045112782202
INDIANA,2002,121.0,53.11666666666667,24.3,88.3,42.19,0.6225,2,-22.192481203006082,143.19248120300608
IOWA,2002,163.0,49.166666666666664,18.4,87.4,29.48,-0.2575,2,8.262406015036504,154.7375939849635
MINNESOTA,2002,157.0,42.041666666666664,9.3,83.3,28.59,0.5491666666666667,2,10.72105263157664,146.27894736842336
MISSOURI,2002,105.0,55.31666666666666,24.3,90.0,40.21,-0.0766666666666666,2,-20.027067669173448,125.02706766917345
NEBRASKA,2002,128.0,50.00833333333333,16.9,92.6,15.65,-2.78,2,-13.625563909778066,141.62556390977807
ILLINOIS,2003,164.0,51.708333333333336,14.3,86.5,37.77,-0.1133333333333333,2,9.695488721802576,154.30451127819742
INDIANA,2003,146.0,51.06666666666666,13.5,84.4,46.4,1.2208333333333332,2,1.0751879699259916,144.924812030074
IOWA,2003,157.0,47.90833333333333,9.4,86.4,28.69,-0.4266666666666667,2,-0.37593984962495597,157.37593984962496
MINNESOTA,2003,146.0,41.516666666666666,-1.3,82.5,22.2,-0.8333333333333334,2,-2.7894736842126804,148.78947368421268
MISSOURI,2003,108.0,54.5,17.6,90.8,40.03,-0.4225,2,-18.570676691730114,126.57067669173011
NEBRASKA,2003,146.0,49.78333333333333,13.6,90.7,19.98,-3.0025,2,3.1443609022517194,142.85563909774828
ILLINOIS,2004,180.0,52.583333333333336,16.6,82.6,39.97,0.7949999999999999,2,23.47142857142626,156.52857142857374
INDIANA,2004,168.0,52.21666666666667,16.6,81.8,43.4,2.6283333333333334,2,21.34285714285852,146.65714285714148
IOWA,2004,181.0,48.50833333333333,8.7,80.5,35.41,1.086666666666667,2,20.985714285713584,160.01428571428642
MINNESOTA,2004,159.0,41.3,-4.3,77.8,29.87,0.4816666666666666,2,7.699999999997999,151.300000000002
MISSOURI,2004,162.0,54.96666666666667,20.4,83.9,44.53,1.5025000000000002,2,33.885714285713675,128.11428571428632
NEBRASKA,2004,166.0,49.80833333333334,12.4,84.2,22.92,-1.7891666666666666,2,21.91428571428196,144.08571428571804
ILLINOIS,2005,143.0,53.7,19.1,87.6,31.43,-1.8908333333333331,3,-7.485714285717222,150.48571428571722
INDIANA,2005,154.0,52.85,20.0,85.8,40.89,-0.4749999999999999,3,9.528571428572832,144.47142857142717
IOWA,2005,173.0,49.61666666666667,11.6,86.0,29.84,-0.3566666666666666,3,11.742857142860885,161.25714285713912
MINNESOTA,2005,174.0,43.06666666666666,-1.8,81.9,31.6,2.7158333333333338,3,13.9428571428557,160.0571428571443
MISSOURI,2005,111.0,56.23333333333333,22.3,89.9,36.4,-0.6925,3,-11.214285714289872,122.21428571428987
NEBRASKA,2005,154.0,50.7,13.4,89.9,23.57,-0.2749999999999999,3,-2.5428571428519717,156.54285714285197
ILLINOIS,2006,163.0,54.0,20.7,87.6,40.63,-0.3266666666666666,3,9.275939849620954,153.72406015037905
INDIANA,2006,157.0,53.425,22.4,85.4,51.02,1.7533333333333332,3,9.857142857144936,147.14285714285506
IOWA,2006,166.0,50.39166666666667,14.1,87.3,32.4,-0.6975000000000001,3,2.4436090225608496,163.55639097743915
MINNESOTA,2006,161.0,44.38333333333333,1.9,85.9,22.78,-0.6458333333333334,3,-0.5353383458659664,161.53533834586597
MISSOURI,2006,138.0,56.75,22.3,90.4,38.01,-1.8716666666666668,3,13.303007518793493,124.69699248120651
NEBRASKA,2006,152.0,51.09166666666667,15.1,91.5,21.56,-1.005,3,-6.227819548867046,158.22781954886705
ILLINOIS,2007,175.0,53.675,13.5,89.4,36.68,-0.5466666666666667,3,18.03759398496004,156.96240601503996
INDIANA,2007,154.0,53.28333333333333,11.7,88.6,41.79,-0.1724999999999999,3,4.185714285716131,149.81428571428387
IOWA,2007,171.0,48.89166666666667,7.7,85.1,42.4,2.3958333333333335,3,5.144360902259905,165.8556390977401
MINNESOTA,2007,146.0,42.4,-1.6,82.6,29.21,-0.9391666666666666,3,-17.013533834587633,163.01353383458763
MISSOURI,2007,140.0,56.18333333333334,19.8,93.3,39.58,-0.3441666666666667,3,12.820300751875948,127.17969924812405
NEBRASKA,2007,160.0,49.958333333333336,11.4,88.8,28.64,2.3025,3,0.08721804511787923,159.91278195488212
ILLINOIS,2008,179.0,50.916666666666664,17.0,84.9,50.17,2.985,3,18.799248120298216,160.20075187970178
INDIANA,2008,160.0,51.041666666666664,18.6,84.0,49.69,2.6141666666666667,3,7.514285714287325,152.48571428571267
IOWA,2008,171.0,45.916666666666664,7.6,83.6,42.91,4.785,3,2.84511278195896,168.15488721804104
MINNESOTA,2008,162.0,39.416666666666664,-3.4,80.1,27.34,1.465833333333333,3,-2.4917293233093005,164.4917293233093
MISSOURI,2008,144.0,53.43333333333334,20.0,86.8,56.1,3.7258333333333336,3,14.337593984958403,129.6624060150416
NEBRASKA,2008,163.0,47.69166666666666,9.5,88.3,28.09,3.56,3,1.4022556391032595,161.59774436089674
ILLINOIS,2009,174.0,51.425,11.9,83.2,50.96,4.7058333333333335,3,10.560902255636393,163.4390977443636
INDIANA,2009,171.0,51.28333333333333,13.0,82.0,46.06,2.0533333333333332,3,15.84285714285943,155.15714285714057
IOWA,2009,181.0,46.7,3.2,79.2,39.15,4.4225,3,10.545864661658925,170.45413533834108
MINNESOTA,2009,174.0,40.10833333333333,-9.2,75.1,26.38,0.6158333333333333,3,8.030075187968578,165.96992481203142
MISSOURI,2009,153.0,53.974999999999994,17.3,85.1,51.71,4.215,3,20.854887218040858,132.14511278195914
NEBRASKA,2009,179.0,47.6,9.1,82.6,25.7,5.16,3,15.717293233088185,163.28270676691182
ILLINOIS,2010,157.0,52.89166666666667,14.8,87.9,40.68,3.775,3,-9.677443609024522,166.67744360902452
INDIANA,2010,157.0,52.6,17.2,87.2,37.39,-0.7341666666666667,3,-0.8285714285693757,157.82857142856938
IOWA,2010,165.0,48.19166666666666,6.9,84.8,44.05,5.265833333333333,3,-7.75338345864202,172.75338345864202
MINNESOTA,2010,177.0,42.84166666666667,0.5,81.3,33.44,1.8541666666666667,3,9.55187969924691,167.4481203007531
MISSOURI,2010,123.0,55.208333333333336,17.8,90.8,44.57,3.897499999999999,3,-11.627819548875777,134.62781954887578
NEBRASKA,2010,166.0,49.34166666666667,12.8,88.0,27.06,6.088333333333334,3,1.0323308270731104,164.9676691729269
ILLINOIS,2011,157.0,53.15,15.2,90.2,46.1,1.275,3,-12.915789473686345,169.91578947368635
INDIANA,2011,146.0,53.06666666666666,16.4,89.6,55.19,2.1716666666666664,3,-14.499999999997272,160.49999999999727
IOWA,2011,172.0,48.40833333333333,6.6,87.7,31.83,1.5175,3,-3.0526315789429646,175.05263157894296
MINNESOTA,2011,155.0,42.025,-3.8,83.6,24.35,1.6958333333333335,3,-13.926315789474756,168.92631578947476
MISSOURI,2011,114.0,55.64166666666667,17.2,93.5,45.7,0.6016666666666667,3,-23.110526315793322,137.11052631579332
NEBRASKA,2011,160.0,48.78333333333333,9.7,89.5,25.81,3.018333333333333,3,-6.652631578941964,166.65263157894196
ILLINOIS,2012,105.0,55.775,22.7,94.4,30.11,-2.3525,3,-68.15413533834817,173.15413533834817
INDIANA,2012,99.0,55.13333333333333,23.7,92.8,33.82,-0.6741666666666667,3,-64.17142857142608,163.17142857142608
IOWA,2012,137.0,52.06666666666666,16.7,92.0,25.6,-2.9058333333333333,3,-40.351879699243,177.351879699243
MINNESOTA,2012,165.0,45.208333333333336,8.6,86.0,26.17,-3.255833333333334,3,-5.4045112781964235,170.40451127819642
MISSOURI,2012,75.0,58.55,25.0,97.0,31.03,-2.6374999999999997,3,-64.59323308271087,139.59323308271087
NEBRASKA,2012,142.0,52.708333333333336,15.4,95.2,13.36,-3.4825,3,-26.33759398495704,168.33759398495704
ILLINOIS,2013,178.0,51.083333333333336,17.4,83.8,42.49,0.425,3,1.607518796990007,176.39248120301
INDIANA,2013,177.0,51.208333333333336,21.1,82.6,45.14,0.5908333333333333,3,11.157142857145118,165.84285714285488
IOWA,2013,164.0,46.65833333333333,8.1,83.4,34.44,-1.205833333333333,3,-15.651127819543944,179.65112781954394
MINNESOTA,2013,159.0,39.325,-4.3,79.9,29.01,0.1241666666666666,3,-12.88270676691809,171.8827067669181
MISSOURI,2013,136.0,53.60833333333333,20.3,85.8,45.71,1.0116666666666667,3,-6.0759398496275026,142.0759398496275
NEBRASKA,2013,169.0,48.458333333333336,10.4,85.8,23.44,-3.4691666666666667,3,-1.0225563909716584,170.02255639097166
ILLINOIS,2014,200.0,49.48333333333333,9.2,83.3,41.29,1.0941666666666665,3,20.369172932329093,179.6308270676709
INDIANA,2014,188.0,49.40833333333333,9.6,82.6,43.57,1.8166666666666669,3,19.485714285717222,168.51428571428278
IOWA,2014,178.0,45.458333333333336,2.8,80.3,38.69,1.1825,3,-3.950375939844889,181.9503759398449
MINNESOTA,2014,156.0,38.641666666666666,-9.0,77.4,29.12,0.4599999999999999,3,-17.360902255639758,173.36090225563976
MISSOURI,2014,186.0,52.875,13.8,87.2,39.31,0.4416666666666666,3,41.44135338345495,144.55864661654505
NEBRASKA,2014,179.0,48.01666666666667,9.9,84.5,24.98,0.49,3,7.292481203013267,171.70751879698673
ILLINOIS,2015,175.0,52.86666666666667,9.8,83.6,48.8,2.7325,3,-7.869172932332731,182.86917293233273
INDIANA,2015,150.0,52.30833333333334,9.4,82.7,47.510000000000005,2.6766666666666663,3,-21.185714285711583,171.18571428571158
IOWA,2015,192.0,49.26666666666667,4.7,82.0,42.51,3.153333333333333,3,7.750375939855076,184.24962406014492
MINNESOTA,2015,188.0,43.49166666666667,-4.8,80.5,29.46,0.26,3,13.160902255638575,174.83909774436142
MISSOURI,2015,142.0,55.84166666666667,15.7,86.6,55.52,2.4341666666666666,3,-5.041353383462592,147.0413533834626
NEBRASKA,2015,185.0,50.8,13.5,86.1,28.06,2.611666666666667,3,11.607518796998193,173.3924812030018
ILLINOIS,2016,197.0,54.73333333333333,19.0,86.2,39.74,2.7566666666666664,3,10.892481203005445,186.10751879699455
INDIANA,2016,173.0,54.225,19.3,85.0,43.379999999999995,2.3358333333333334,3,-0.8571428571403885,173.8571428571404
IOWA,2016,203.0,50.71666666666667,12.4,84.8,38.1,4.156666666666667,3,16.45112781955413,186.54887218044587
MINNESOTA,2016,193.0,44.56666666666666,4.9,79.8,33.54,3.000833333333333,3,16.68270676691691,176.3172932330831
MISSOURI,2016,163.0,57.44166666666666,21.7,88.2,39.44,1.9391666666666667,3,13.475939849620772,149.52406015037923
NEBRASKA,2016,178.0,51.65,12.0,87.4,25.31,3.7466666666666666,3,2.922556390983118,175.07744360901688
ILLINOIS,2017,201.0,54.39166666666667,20.8,86.8,37.8,0.4524999999999999,3,11.654135338344531,189.34586466165547
INDIANA,2017,180.0,53.975,21.1,84.5,45.61,2.1758333333333333,3,3.4714285714317157,176.52857142856828
IOWA,2017,202.0,50.0,15.1,85.8,32.35,2.515,3,13.151879699253186,188.8481203007468
MINNESOTA,2017,194.0,42.63333333333333,5.2,80.9,28.3,3.4258333333333333,3,16.20451127819524,177.79548872180476
MISSOURI,2017,170.0,57.15,24.4,89.6,41.45,0.1966666666666666,3,17.993233082703227,152.00676691729677
NEBRASKA,2017,181.0,50.666666666666664,15.2,90.4,25.34,1.774166666666667,3,4.2375939849680435,176.76240601503196
ILLINOIS,2018,210.0,52.475,14.6,85.3,45.79,1.600833333333333,3,17.415789473682707,192.5842105263173
INDIANA,2018,189.0,52.59166666666667,15.7,84.8,50.03,2.9133333333333336,3,9.80000000000291,179.1999999999971
IOWA,2018,196.0,47.49166666666667,8.7,83.8,45.08,2.5225,3,4.852631578953151,191.14736842104685
MINNESOTA,2018,182.0,40.59166666666667,-3.1,80.6,30.08,2.799166666666667,3,2.726315789473574,179.27368421052643
MISSOURI,2018,140.0,55.2,17.6,89.6,43.0,-0.5525,3,-14.489473684214317,154.48947368421432
NEBRASKA,2018,192.0,48.25833333333333,10.2,85.2,29.22,2.6983333333333337,3,13.552631578952969,178.44736842104703
ILLINOIS,2019,181.0,52.1,17.5,87.5,49.86,4.340833333333333,3,-14.822556390979116,195.82255639097912
INDIANA,2019,169.0,52.4,19.0,86.8,49.52,4.164166666666667,3,-12.871428571424985,181.87142857142499
IOWA,2019,198.0,46.81666666666666,6.2,85.2,41.63,5.1258333333333335,3,4.553383458652206,193.4466165413478
MINNESOTA,2019,174.0,39.3,-4.7,81.1,35.65,4.882499999999999,3,-6.751879699248093,180.7518796992481
MISSOURI,2019,155.0,54.975,22.9,87.7,53.82,3.474166666666666,3,-1.9721804511309529,156.97218045113095
NEBRASKA,2019,182.0,47.49166666666667,7.0,86.5,31.37,6.766666666666667,3,1.8676691729383492,180.13233082706165
ILLINOIS,2020,191.0,53.30833333333333,24.0,87.2,41.93,3.580833333333333,3,-8.06090225564094,199.06090225564094
INDIANA,2020,187.0,53.291666666666664,25.0,87.1,42.4,1.2241666666666666,3,2.4571428571462093,184.5428571428538
IOWA,2020,177.0,49.15,15.5,85.9,29.28,0.525,3,-18.74586466164874,195.74586466164874
MINNESOTA,2020,191.0,42.40833333333333,2.2,82.6,24.39,0.355,3,8.769924812029785,182.23007518797021
MISSOURI,2020,170.0,55.75833333333333,25.5,89.2,46.34,3.7533333333333334,3,10.545112781951502,159.4548872180485
NEBRASKA,2020,180.0,50.55,17.4,88.0,18.24,2.8516666666666666,3,-1.8172932330767253,181.81729323307673
ILLINOIS,2021,202.0,53.76666666666666,12.8,86.0,41.01,1.71,3,-0.2992481203018542,202.29924812030185
INDIANA,2021,195.0,53.5,15.8,85.5,45.45,0.88,3,7.785714285717404,187.2142857142826
IOWA,2021,204.0,50.0,4.5,85.7,30.84,-0.8916666666666666,3,5.954887218051226,198.04511278194877
MINNESOTA,2021,177.0,44.3,-2.7,83.4,23.57,-1.8458333333333332,3,-6.708270676691882,183.70827067669188
MISSOURI,2021,159.0,56.3,15.7,88.0,44.01,2.231666666666667,3,-2.9375939849660426,161.93759398496604
NEBRASKA,2021,194.0,51.041666666666664,6.5,88.0,22.6,-0.8191666666666667,3,10.4977443609082,183.5022556390918
ILLINOIS,2022,214.0,52.05833333333333,12.6,85.8,37.25,0.4391666666666666,3,8.462406015036322,205.53759398496368
INDIANA,2022,190.0,52.175,14.9,85.5,38.18,0.3008333333333333,3,0.11428571428950818,189.8857142857105
IOWA,2022,200.0,47.50833333333333,3.4,84.9,27.32,-0.7833333333333333,3,-0.3443609022497185,200.34436090224972
MINNESOTA,2022,195.0,40.0,-8.2,80.6,26.83,-0.395,3,9.813533834586451,185.18646616541355
MISSOURI,2022,161.0,55.025,17.4,91.1,40.26,0.1125,3,-3.420300751882678,164.42030075188268
NEBRASKA,2022,165.0,49.650000000000006,11.8,89.8,15.62,-4.155,3,-20.187218045106874,185.18721804510687
ILLINOIS,2023,206.0,54.74166666666667,25.9,86.0,34.65,-0.9925,3,-2.7759398496255017,208.7759398496255
INDIANA,2023,203.0,54.325,27.3,85.0,37.05,-0.8283333333333333,3,10.442857142860703,192.5571428571393
IOWA,2023,201.0,50.51666666666667,15.6,83.8,26.93,-1.5408333333333333,3,-1.6436090225506632,202.64360902255066
MINNESOTA,2023,185.0,43.75833333333333,2.7,81.0,24.16,-1.538333333333333,3,-1.664661654135216,186.66466165413522
MISSOURI,2023,153.0,57.4,28.2,89.2,35.8,-1.24,3,-13.903007518800223,166.90300751880022
NEBRASKA,2023,182.0,50.43333333333334,15.6,87.0,24.81,-1.7808333333333335,3,-4.872180451121949,186.87218045112195
ILLINOIS,2024,217.0,55.5,20.7,85.4,40.87,-0.5825,3,4.985714285712675,212.01428571428733
INDIANA,2024,198.0,55.2,21.8,84.3,42.89,-1.4683333333333335,3,2.771428571432807,195.2285714285672
IOWA,2024,211.0,51.53333333333333,14.3,83.0,37.05,-0.5583333333333333,3,6.057142857149302,204.9428571428507
MINNESOTA,2024,174.0,45.53333333333333,9.6,80.4,29.59,-0.5408333333333333,3,-14.142857142856883,188.14285714285688
MISSOURI,2024,183.0,57.96666666666667,20.1,86.6,43.94,-0.3258333333333333,3,13.614285714282232,169.38571428571777
NEBRASKA,2024,188.0,51.96666666666667,11.0,86.7,22.4,-0.3216666666666666,3,-0.5571428571365686,188.55714285713657
